pid,screen_width,screen_height,condition,writing_assignment,awe,fear,amazement,happiness,fascination,content_video,content_study,video_played,video_problems,sound_on,attentive,conscientious,screen_control,screen_control_other,num_strengths,num_weaks,has_agreed,has_writing_assignment,num_strengths_z,num_weaknesses_z,has_outlier,has_zero_weaks,has_sound,has_video,has_attentiveness,awe_scale,num_strengths_log,num_weaks_log,balance,balance_log,num_strengths1_log,num_weaks1_log,balance1,balance1_log
4be6732c,384,691,exp_new,"Meine Stärken liegen in meiner Empathiefähigkeit, musische Fähigkeit und darin das Wunder des SEINS und der Schöpfung zu sehen 
Meine Schwäche ist die Ungeduld und der Perfektionismus",7,1,7,7,7,Von der Klrinigkeit des Seins in die Größe des Seins: eine Sache wirkt groß ist aber im Ganzen klein und trotzdem (für den ersten Moment) von Bedeutung,Wahrnehmung? Oder Emotionen,1,"",1,1,1,1,"",3,2,TRUE,TRUE,-0.666197740048763,-0.200557508650007,FALSE,FALSE,TRUE,TRUE,TRUE,7,1.09861228866811,0.693147180559945,1.5,0.405465108108164,1.38629436111989,1.09861228866811,1.33333333333333,0.287682072451781
756ed54e,1440,697,control,"Meine Stärken sind, dass ich gut zuhören kann, sehr offen für neue Eindrücke und Erfahrungen bin und mich für viele Dinge schnell begeistern kann. Ich glaube auch dass ich ein sehr kreativer Mensch bin, da ich gerne male. 

Schwächen sind Zurückgezogenheit, Perfektionismus, der Drang, Dinge überzuanalysieren",2,1,2,3,4,Stabilisation einer Mauer mit Stahlpfählen (Anleitung),Die Auswirkung von Ehrfurchtserfahrungen auf das Selbstbild (evtl über „Small Self“-Gefühle vermittelt),1,"",1,1,1,3,"",5,3,TRUE,TRUE,0.0751350834641462,0.311209927215528,FALSE,FALSE,TRUE,TRUE,TRUE,2.66666666666667,1.6094379124341,1.09861228866811,1.66666666666667,0.510825623765991,1.79175946922806,1.38629436111989,1.5,0.405465108108164
9fd6a326,392,720,control,"begeisterungsfähig, kann mich gut in Themen einarbeiten, kann unter Stress arbeiten, sehr schwingungsfähig/emotional intelligent

Schwäche: aktuell nicht wirklich alltagsfähig, diverse Probleme weil meine Symptomatik mit dem Alltag /funktionsfähig crasht, schwarz weiss denken, hänge mich zu sehr an details auf ",1,1,1,1,2,"Firma allanblock prasentiert ein Anleitungsblatt zum Mauerbau in Gärten, Verstärkung einer Mauer durch Kurveneinbau, Stärkung durch Pfähle (abmessung mit 60cm zu viel, die dann mit drei Werkzeugen in die Mauer getrieben werden, dafür werden erst umliegende Steine entfernt, dann mit Kleber wiedereingefügt.) Am Ende ästhetische Optionen zur Auswahl.","Mauerverstärkung als Symbol fürs Unbewusste, Stärke= sich besser auf seine Starke konzentrieren können, evtl auch Merkfähigkeit und Detailreplikation

ah ja kann sein dass ADHS/Autismus das bei mir verfälscht ",1,"",1,2,1,1,"",4,4,TRUE,TRUE,-0.295531328292308,0.822977363081064,FALSE,FALSE,TRUE,TRUE,FALSE,1.33333333333333,1.38629436111989,1.38629436111989,1,0,1.6094379124341,1.6094379124341,1,0
d28ce4d5,375,637,control,"Ich kann ganz ok Zuhörern. Ich bin aufmerksam und hilfsbereit. Wenn mir wer von Problemen erzählt will ich gleich helfen, was auch als Schwäche gewertet werden kann, falls sich wer nur ausheulen will. 
Ich bin oft aber ungeduldig, und wenn ich gestresst bi will ich nicht von anderen geatmet werden. Ich hab einen Weg wie ich Sachen mache und wenn andere das anders machen bin ich oft überzeugt davon das sie es weniger genau, effizient und generell schlechter machen als ich mit meiner Strategie. Das kommt schnell besserwisserisch rüber. Ich würde behaupten dass ich recht reflektiert bin, bilde mir darauf aber auch ein wenig was ein. ",1,1,1,1,2,"Das Video handelte von verschiedenen wegen eine kleine Mauer stabiler zu gestalten. 
Die Bausteine und innen geführte Metallrohre die im Boden verankert sind helfen dabei. ",Emotionale Verarbeitung eines Videos,1,"",1,1,1,1,"",5,5,TRUE,TRUE,0.0751350834641462,1.3347447989466,FALSE,FALSE,TRUE,TRUE,TRUE,1.33333333333333,1.6094379124341,1.6094379124341,1,0,1.79175946922806,1.79175946922806,1,0
ac1b8028,393,695,control,"Ich bin sehr emphatisch und kann mich gut in andere hinein versetzen um zu verstehen was sie fühlen und warum.
Ich kann sehr gut mit Hunden umgehen und dem richtigen Zeitpunkt einschätzen um in ein verhalten einzugreifen.
Ich bin kreativ und kann mir viele verschiedene Geschichten und Situationen vorstellen und erschaffen.",1,1,1,1,1,"Mauerbau
Stabilisierung von Mauern
Rohre
Vorschlaghammer",Keine Ahnung,1,"",1,1,1,1,"",6,0,TRUE,TRUE,0.445801495220601,-1.22409238038108,FALSE,TRUE,TRUE,TRUE,TRUE,1,1.79175946922806,-Inf,Inf,Inf,1.94591014905531,0,7,1.94591014905531
1c614dc7,390,699,exp_new,"Stärken: Belastbarkeit, Empathie & Wertschätzung, Zuverlässigkeit, Kommunikation auf Augenhöhe, Zuhören, Verständnis entgegenbringen - Einfühlsam sein, Kochen, Konzentration, Erinnerungsvermögen
Schwächen: Kein Raumdenken bzw. abstände abschätzen können, Ungeduldig, Höhenangst, unsportlich ",1,1,5,3,7,Die Erde und wie klein diese ist im vergleich zum Universum. Veranschaulichung des Universums,Ich habe gar keine Ahnung.,1,"",1,1,1,1,"",11,4,TRUE,TRUE,2.29913355400287,0.822977363081064,FALSE,FALSE,TRUE,TRUE,TRUE,4.33333333333333,2.39789527279837,1.38629436111989,2.75,1.01160091167848,2.484906649788,1.6094379124341,2.4,0.8754687373539
55767451,360,626,exp_old,"Meine Stärken sind, dass ich gut zuhören kann, immer verlässlich bin und hilfsbereit. Außerdem bin ich sehr kreativ und einfühlsam.
Meine Schwächen sind, dass ich immer alles perfekt und zu 100% richtig erledigen möchte und dadurch oft für Aufgaben zu viel Zeit brauche oder diese Aufgaben vor mir her schiebe. Außerdem fällt es mir schwer Kontrolle abzugeben.",7,2,6,4,6,Die Größenverhältnisse zwischen den Planeten unseres Sonnensystems und Sternen bis hin zum größten bekannten Stern,Wie das Video und die dabei empfunden Gefühle unsere Meinung über uns selber beeinflusst,1,"",1,1,1,1,"",5,2,TRUE,TRUE,0.0751350834641462,-0.200557508650007,FALSE,FALSE,TRUE,TRUE,TRUE,6.33333333333333,1.6094379124341,0.693147180559945,2.5,0.916290731874155,1.79175946922806,1.09861228866811,2,0.693147180559945
b71992d2,980,1696,exp_old,"Meine größte Stärke, ich bin intelligent und analytisch. Ich kann abstrakte Muster sehr schnell identifizieren, verstehe mathematische und statistische Zusammenhänge oft auf Anhieb, und bemerke logische Widersprüche. 
Meine größte Schwäche ist meine Unzuverlässigkeit, ich vergesse oft Meetings, bleibe zu lange wach, schlafe zu lange, oder bin sonst irgendwie sehr verpeilt. ",7,1,5,6,7,"Ein Zoom aus den Dingen im Universum heraus, von einem Ort auf der Erde bis zum größten Stern",Keine Ahnung,1,"",1,1,1,1,"",6,5,TRUE,TRUE,0.445801495220601,1.3347447989466,FALSE,FALSE,TRUE,TRUE,TRUE,6.33333333333333,1.79175946922806,1.6094379124341,1.2,0.182321556793955,1.94591014905531,1.79175946922806,1.16666666666667,0.154150679827258
bc4aaafa,390,699,control,"Stärken: meine Stärken sind eine Gute Organisation von Abläufen, Prozessen und Aufgaben die im Alltag anstehen aber auch lamgfristig für Projekte geplant werden müssen. Zudem ist eine weitere Stärke, dass ich sehr zielstrebig und schnell zu begeistern bin wenn mich etwas wirklich interresiert. 
Schwächen von mit sind das ich oft sehr ungeduldig bin und je nach Thema auf meine Meinung beharre und andere so negativ beeinflusse",1,1,5,5,6,"Mauerbau 
Stabiliserung der Mauer durch Metallstäbr
Stabiles Aufkleben von Abschlusssteinen","Ablenkung 
Selbstwahrnehmung 
",1,"",1,1,1,1,"",4,2,TRUE,TRUE,-0.295531328292308,-0.200557508650007,FALSE,FALSE,TRUE,TRUE,TRUE,4,1.38629436111989,0.693147180559945,2,0.693147180559945,1.6094379124341,1.09861228866811,1.66666666666667,0.510825623765991
20a49653,360,641,exp_new,"Zuverlässigkeit, Pünktlichkeit, Lernbereitschaft, organisiert, Kommunikationsfähigkeit 

Ungeduldig, schlamperhaft, ",3,1,4,1,4,"Darstellung von der Erde ändere den Termin  und dem Universum. Herauszoomen aus einem Ort, damit man alles betrachten kann.","Emotionen, eindruck, ",1,"",1,1,1,1,"",5,2,TRUE,TRUE,0.0751350834641462,-0.200557508650007,FALSE,FALSE,TRUE,TRUE,TRUE,3.66666666666667,1.6094379124341,0.693147180559945,2.5,0.916290731874155,1.79175946922806,1.09861228866811,2,0.693147180559945
fed349dc,402,684,control,"Ich bin kreativ, rücksichtsvoll, geduldig und einfühlsam. 
Ich bin schlecht darin mich zu konzentrieren. ",2,2,1,2,3,"Anleitung mauernbau 
Verstärkung Mauer durch vertikales Rohr 
",Bearbeitung von Aufgabe unter Zeitdruck nachdem man sich auf informations Input  konzentrieren musste,1,"",1,1,1,1,"",4,1,TRUE,TRUE,-0.295531328292308,-0.712324944515543,FALSE,FALSE,TRUE,TRUE,TRUE,2,1.38629436111989,0,4,1.38629436111989,1.6094379124341,0.693147180559945,2.5,0.916290731874155
ceae91a9,402,684,exp_old,"Meine Stärken sind meine Spontanität und Offenheit gegenüber neuer Dinge. Ich verstehe mich schnell mit neuen Leuten und kann späße machen. Ausserdem bin ich sehr leicht für die kleinen Dinge im Leben zu begeistern. Ich habe ein gutes Verhältnis zu meinen Freunden und Familie und umgebe mich meistens nur mit Leuten die mir gut tun. 
Meine Schwächen sind dass ich faul bin und zu viel über Sachen nachdenke. Ich bin nicht zufrieden mit mir selbst. Ich habe oft Angst vor Sachen und überdenke viel. Es fällt mir schwer für manche Dinge Motivation zu finden",3,1,4,3,4,Größe unserer Welt,"Nachdem man so ein Video gesehen hat soll man vielleicht merken dass wir nur ein sehr kleiner Teil des Universums sind und dass wenn wir Fehler machen es nicht schlimm ist
Oder
Zeigen dass es manchen Leuten viel leichter fällt über ihre Schwächen als über ihre Stärken zu erzählen ist",1,"",1,1,1,1,"",7,6,TRUE,TRUE,0.816467906977055,1.84651223481214,FALSE,FALSE,TRUE,TRUE,TRUE,3.66666666666667,1.94591014905531,1.79175946922806,1.16666666666667,0.154150679827258,2.07944154167984,1.94591014905531,1.14285714285714,0.133531392624523
176a334d,390,699,exp_old,"Ich denken meine stärken sind es: Zuzuhören, Menschen aufzumuntern und zielstrebig zu sein. Meine schwächen sind es: ungeduldig zu sein, und mich emotional schnell reinzuhängen.",4,3,4,3,7,"-Erde
-Sonnensystem
-verschiedene Sterne 
-Das die Erde kleiner ist als vieles andere im Universum ",Um das Selbstbild von uns Menschen und unsere Wahrnehmung auf die Umwelt.,1,"",1,1,1,1,"",3,2,TRUE,TRUE,-0.666197740048763,-0.200557508650007,FALSE,FALSE,TRUE,TRUE,TRUE,5,1.09861228866811,0.693147180559945,1.5,0.405465108108164,1.38629436111989,1.09861228866811,1.33333333333333,0.287682072451781
a6d0a925,390,699,control,"ich bin zuverlässig, selbstständig und empathisch. Wobei meine Empathie auch manchmal eine schwäche ist. ich kann mich in jeden hineinversetzen auch wenn mir unrecht getan wurde. ich habe schwierigkeiten nein zu sagen und bin sehr perfektionistisch. ",2,1,2,1,3,wie man eine mauer baut,ich hab wirklich absolut keine ahnung sorry,1,"",1,1,1,1,"",4,3,TRUE,TRUE,-0.295531328292308,0.311209927215528,FALSE,FALSE,TRUE,TRUE,TRUE,2.33333333333333,1.38629436111989,1.09861228866811,1.33333333333333,0.287682072451781,1.6094379124341,1.38629436111989,1.25,0.22314355131421
79bf5385,2240,1208,control,"freundlich, verantwortungsbewusst, tierlieb, grosszügig, ungeduldig, unentschlossen, zu nett und mache mehr Alls ich will, Rechtschreibung, ...",1,1,1,1,1,"-mauerbau
-werbe Video",interesse,1,"",1,1,1,5,Mac,4,5,TRUE,TRUE,-0.295531328292308,1.3347447989466,FALSE,FALSE,TRUE,TRUE,TRUE,1,1.38629436111989,1.6094379124341,0.8,-0.22314355131421,1.6094379124341,1.79175946922806,0.833333333333333,-0.182321556793955
c51565b2,1319,1081,exp_old,"Sozial, eher einfühlsam ´, ruhig, handwerklich geschickt, leichtes computer verstehen

Schlechtes Gedächtnis, hasse Konfrontation, lsr , wenig Energie",2,1,4,3,4,Größen vergleiche von unseren Planeten mit Sternen aus der Galaxy,Menschliches empfinden,1,"",1,1,1,5,iMac,5,4,TRUE,TRUE,0.0751350834641462,0.822977363081064,FALSE,FALSE,TRUE,TRUE,TRUE,3.33333333333333,1.6094379124341,1.38629436111989,1.25,0.22314355131421,1.79175946922806,1.6094379124341,1.2,0.182321556793955
510ef180,384,802,control,"Meine Stärken sind, dass ich meinem gegenüber ausmerksam zuhören kann, mir Dinge gut merken kann und diszipliniert bin. Außerdem finde ich gut Lösungen für ein Problem, was ich habe und verzweifle nicht daran.

Meine Schwächen hingegen sind, dass ich schnell wütend und gestresst werde. ",1,1,3,3,5,Wie man ein Rohr vertikal in eine Mauer einbauen kann,Um Kompetenzen und Aufmerksamkeit,1,"",1,1,1,1,"",5,2,TRUE,TRUE,0.0751350834641462,-0.200557508650007,FALSE,FALSE,TRUE,TRUE,TRUE,3,1.6094379124341,0.693147180559945,2.5,0.916290731874155,1.79175946922806,1.09861228866811,2,0.693147180559945
3e35c44c,1920,1080,exp_old,"organisiert, pünktlich, fürsorglich, gute Teamarbeit, guter Zuhörer

unordentlich, schnell emotional, Kein guter Stressumgang",5,4,7,6,7,Erdgröße im Verglich zu Planeten,zeigen wie klein & unbedeutent Sachen sein können im Großen & ganzen,1,"",1,1,1,3,"",5,3,TRUE,TRUE,0.0751350834641462,0.311209927215528,FALSE,FALSE,TRUE,TRUE,TRUE,6.33333333333333,1.6094379124341,1.09861228866811,1.66666666666667,0.510825623765991,1.79175946922806,1.38629436111989,1.5,0.405465108108164
3319389d,392,724,control,"Freude über den Verstand, die Kreativität und Logig, die Gott dem Menschen gegeben hat. Staunen über die Schönheit die mit praktischem und schützendem verbunden ist. Meine Schwäche, ich lese keine Gebrauchsanweisung und scheitere mittendrin.",7,1,7,7,7,"Mauer bauen, Anleitung, Verstärkung, Stabilität, Kreativität, Schönhei",Aufnahmefähigkeit,1,"",1,1,1,1,"",4,2,TRUE,TRUE,-0.295531328292308,-0.200557508650007,FALSE,FALSE,TRUE,TRUE,TRUE,7,1.38629436111989,0.693147180559945,2,0.693147180559945,1.6094379124341,1.09861228866811,1.66666666666667,0.510825623765991
04f41233,440,796,exp_new,"Begeisterungsfähig, Kreativität, Leidenschaftlich, Musikalisch, Humorvoll.

Undiszipliniert, leicht ablenkbar, ",5,1,7,6,7,"Wir als Planet in einem Universum, das in seiner Größe für uns gar nicht vorstellbar und greifbar ist.",Ob man dran bleibt? 😉,1,"",1,1,1,1,"",5,2,TRUE,TRUE,0.0751350834641462,-0.200557508650007,FALSE,FALSE,TRUE,TRUE,TRUE,6.33333333333333,1.6094379124341,0.693147180559945,2.5,0.916290731874155,1.79175946922806,1.09861228866811,2,0.693147180559945
be7b823b,384,652,exp_old,Meine Arbeit fertig zu bekommen. Für mich keine Zeit einzuplanen.,3,1,4,1,4,Von unserem Weltall mit den Planeten und Sonnensystem,Was die Planeten  mir bedeuten .,1,"",1,1,1,1,"",1,1,TRUE,TRUE,-1.40753056356167,-0.712324944515543,FALSE,FALSE,TRUE,TRUE,TRUE,3.66666666666667,0,0,1,0,0.693147180559945,0.693147180559945,1,0
b0fb9192,360,649,exp_old,"Meine Stärken sind Hilfsbereitschaft 
Extrovertiert bin immer für andere da
Ich kann schlecht nein sagen 
",2,3,1,3,2,Planeten,Kann ich nicht sagen,1,"",1,1,1,1,"",3,1,TRUE,TRUE,-0.666197740048763,-0.712324944515543,FALSE,FALSE,TRUE,TRUE,TRUE,1.66666666666667,1.09861228866811,0,3,1.09861228866811,1.38629436111989,0.693147180559945,2,0.693147180559945
b0b49ec6,750,304,exp_new,"Oft gelingt es mir ein Referat noch in knapper Vorbereitung gut zu halten und es macht mir Freude vor anderen vorzutragen. Ich liebe es Musik zu machen und hab von anderen schon rüchgememeldet bekommen, dass es eine Stärke ist. Ich kann mir Informationen schnell einprägen. Meine Schchen sind, dass ich manchmal andere warten lasse, dass ich in sozialen Kontexten öfter unsicher bin und Aufgaben sehr perfektionistisch erledige. ",5,6,7,1,6,"Erde, in Milchstraße in Galaxie. Ehrfurchteinflößende Größe.",Um eine Nachstudie?,1,"",1,1,1,1,"",4,3,TRUE,TRUE,-0.295531328292308,0.311209927215528,FALSE,FALSE,TRUE,TRUE,TRUE,6,1.38629436111989,1.09861228866811,1.33333333333333,0.287682072451781,1.6094379124341,1.38629436111989,1.25,0.22314355131421
506ac078,390,699,exp_old,"Zuverlässigkeit 
Kommunikationsbereit 
Kreativität 
Selbstständigkeit 
Belastbarkeit 
Verantwortungsbewusst 
Teamfähigkeit 
Lernbereitschaft 
Guter Zuhörer 
Zu perfektionistisch 
Ungeduldig 
People pleaser 
",4,3,5,2,6,"Zuerst sieht man ein Häuserkomplex auf der Erde 
Es wird herausgezoomt 
Dann werden andere Planeten gezeigt, z. B. Mars, Jupiter (als Vergleich zu Erde) 
Die Planeten werden immer größer 
Danach kommen Sterne wie die Sonne.
Anschließend werden riesige Sterne verglichen (im Vergleich zu Erde)","Vielleicht um Perspektive?  Das Universum zeigt, wie klein wir sind, danach richtet man auch den Blick auf das eigene Leben und die eigene Rolle in der Gesellschaft",1,"",1,1,1,1,"",9,3,TRUE,TRUE,1.55780073048996,0.311209927215528,FALSE,FALSE,TRUE,TRUE,TRUE,5,2.19722457733622,1.09861228866811,3,1.09861228866811,2.30258509299405,1.38629436111989,2.5,0.916290731874155
c3b754d2,2240,1170,exp_old,"Ehrlich, Ruhig, zurückhaltend

gibt zu leicht nach, ",1,1,1,1,1,Vergleiche von den Größenunterschieden der einzeln Planten,Größe der Erde,1,"",1,1,1,5,I Mac,3,1,TRUE,TRUE,-0.666197740048763,-0.712324944515543,FALSE,FALSE,TRUE,TRUE,TRUE,1,1.09861228866811,0,3,1.09861228866811,1.38629436111989,0.693147180559945,2,0.693147180559945
bc858239,1272,635,exp_old,"Ich bin gut darin, einmal gefasste Pläne tatsächlich umzusetzen. Dazu habe ich ausreichend Selbstvertrauen, um Neues zu lernen und Unsicherheit auszuhalten. Ich bin aufrichtig und ehrlich und offen für neue Erfahrungen, Perspektiven und Eindrücke. Ich arbeite kreativ und bin begeisterungsfähig. Allerdings bin ich nicht besonders resilient, gerate schnell in Stress, rege mich auf oder werde traurig. Ich bin zu perfektionistisch mit arbeiten und habe ein schlechtes Gefühl dafür, wann ich aufhören muss, um mir selbst nicht zu schaden. Ich werde zu leicht wütend und kann keine Grenzen setzen. ",5,2,6,7,7,"Die Größendimensionen, in denen die Erde und andere Planeten zu einander stehen. ","Ob sich die Extreme, in der wir eigene Stärken und schwächen empfinden, daran relativiert, sich bewusst zu machen, wie klein wir im Universum sind. ",1,"",2,1,1,3,"",9,8,TRUE,TRUE,1.55780073048996,2.87004710654321,FALSE,FALSE,FALSE,TRUE,TRUE,6,2.19722457733622,2.07944154167984,1.125,0.117783035656383,2.30258509299405,2.19722457733622,1.11111111111111,0.105360515657826
baa204f0,390,655,exp_new,"Stärken:
- hilfsbereit 
- aufrichtig 
- kann mich durchsetzen
- guter Zuhörer

Schwächen: 
- nachtragend
- overthinking 
- stemple Leute schnell ab
- sollte mutiger sein",7,2,7,5,7,"- die Größe des Universums
- Vergleich wie klein wir sind zu wie groß wir denken dass unsere Probleme sind 
- Relation Erde Sonne andere Sterne in der Galaxie und andere Galaxien","Vielleicht als wie wichtig sich die Leute selbst und andere betrachten bzw wie das Video auf Personen mit unterschiedlichem Selbstbild wirkt, dass ängstliche Personen zB ehrfurchtsvoller sind",1,"",1,1,1,1,"",4,4,TRUE,TRUE,-0.295531328292308,0.822977363081064,FALSE,FALSE,TRUE,TRUE,TRUE,7,1.38629436111989,1.38629436111989,1,0,1.6094379124341,1.6094379124341,1,0
3924764d,384,661,exp_new,"Gut zuhören
Oft keine Geduldoft nicht kompromisbereit",7,1,6,5,6,Weltall,Wissenschaft,1,"",1,1,1,1,"",1,2,TRUE,TRUE,-1.40753056356167,-0.200557508650007,FALSE,FALSE,TRUE,TRUE,TRUE,6.33333333333333,0,0.693147180559945,0.5,-0.693147180559945,0.693147180559945,1.09861228866811,0.666666666666667,-0.405465108108164
ec9a34f0,1194,665,exp_old,Anpassungsfähig und stets zuverlässig ohne Bedingungen,3,3,6,6,5,"Über das Universum, d","Um zu sehen, wie die emotionalen reaktionen einer person sind",1,"",1,1,1,2,"",2,0,TRUE,TRUE,-1.03686415180522,-1.22409238038108,FALSE,TRUE,TRUE,TRUE,TRUE,4.66666666666667,0.693147180559945,-Inf,Inf,Inf,1.09861228866811,0,3,1.09861228866811
ad47ab8e,384,678,exp_new,"Zu meinen Stärken zählen Pünktlichkeit, Hilfsbereitschaft, Empathie, Ehrgeiz, Zielstrebigkeit und Disziplin.

Zu meinen Schwächen zählen, dass ich wenig Geduld habe und dass ich Verantwortung ungern abgebe, weil ich denke, dass das Ergebnis dann nicht so wird wie ich es mir wünschen würde. Dies liegt auch ein wenig an meinem Perfektionismus, wobei ich denke, dass Perfektionismus nicht immer unbedingt negativ sein muss. In meinem Fall aber meist schon, da ich mir einige Zeit und Stress ersparen würde, wenn ich nicht so perfektionistisch wäre",3,1,5,4,5,"- Von der Erde immer kleiner werdend in Richtung Weltall
- Die Milchstraße und Sterne wurden gezeigt
- Man tauchte immer tiefer ins Weltall","Schwer zu sagen. Möglicherweise:
- Aufmerksamkeit testen
- Wie wirkt sich gesehenes, z.B. als Video auf unsere Emotionen aus? Was können wir währenddessen fühlen? Können wir unsere Stärken und Schwächen besser benennen, wenn wir wissen, dass wir nur einen winzigen Bruchteil im ganzen Universum ausmachen?",1,"",1,1,1,1,"",6,3,TRUE,TRUE,0.445801495220601,0.311209927215528,FALSE,FALSE,TRUE,TRUE,TRUE,4.33333333333333,1.79175946922806,1.09861228866811,2,0.693147180559945,1.94591014905531,1.38629436111989,1.75,0.559615787935423
2e46c856,1319,1043,exp_new,"Zuverlässig, Fleißig, Pflichtbewusst,  Ausdauernd, lebensfroh, 

übernimmt mich leicht, kraft schlecht einteilen, tue mich schwer verbal zu wehren ",1,1,7,6,7,"Große Wiesen in der Stadt, - immer weiter weg ins All, Satelliten, Sterne, große Helligkeit",Nein,1,"",1,1,1,5,IMAC,5,3,TRUE,TRUE,0.0751350834641462,0.311209927215528,FALSE,FALSE,TRUE,TRUE,TRUE,5,1.6094379124341,1.09861228866811,1.66666666666667,0.510825623765991,1.79175946922806,1.38629436111989,1.5,0.405465108108164
8b25e2f6,384,659,exp_old,"Empathie, Mut, Selbstvertrauen, Optimismus",5,1,5,5,6,"Universum
Erde als Teil des Universums","Kosmische Perspektive 
Overview effect",1,"",1,1,1,1,"",4,0,TRUE,TRUE,-0.295531328292308,-1.22409238038108,FALSE,TRUE,TRUE,TRUE,TRUE,5.33333333333333,1.38629436111989,-Inf,Inf,Inf,1.6094379124341,0,5,1.6094379124341
5407c7a4,414,750,exp_old,"Meine Stärken sind, dass ich mein Wort halte, dass ich sportlich bin, dass ich ehrlich bin , dass ich geduldig bin und anderen gut zuhören kann andere motiviere und immer versuche mein Bestes zu geben 

Meine Schwächen sind Pünktlichkeit, Faulheit teilweise etwas schüchtern, Rechtschreibung und Ernsthaftigkeit ",6,5,5,4,6,"Es handelt von unserem Universum 
-Die Erde ist kleiner als man denkt 
-Es gibt so viel mehr ","-Darum das kleine dinge, großen Einfluss haben können oder vielleicht, dass es immer etwas größeres gibt bzw. jemanden gibt der besser ist. Oder das man sich nicht immer so Stress machen soll, weil es eh nicht wirklich wichtig ist, und man sich trauen soll die Dinge zu tun an denen man zweifelt oder vor denen man Angst hat ",1,"",1,1,1,1,"",7,5,TRUE,TRUE,0.816467906977055,1.3347447989466,FALSE,FALSE,TRUE,TRUE,TRUE,5.66666666666667,1.94591014905531,1.6094379124341,1.4,0.336472236621213,2.07944154167984,1.79175946922806,1.33333333333333,0.287682072451781
da67dbb9,1536,791,control,"Ich bin eine geduldige Person, wenn nicht sogar eine sehr geduldige Person. Außerdem bin ich kreativ, dass kann zum einen im künstlerischen Bereich ausdruckt werden aber auch in der Problemlösefähigkeit. Im Arbeitstechnischen Kontext würde ich sagen, bin ich auch eine gute Zuhörerin und kann empathisch auf andere Personen eingehen. 

Manchmal bin ich etwas langsam, daher ist Pünktlichkeit nicht meine größte Stärke. ",1,1,4,6,7,"Aufbau einer Mauer
Festigungsmaßnahmen, zum sicheren Bau der Mauer
weibliche Person hat die Mauer gebaut sowie die Stimme gesprochen.","Ich habe keine Ahnung. 

Wahrscheinlich um Stärken und Schwächen und wie die Protagonistin mein Denken beeinflusst?",1,"",1,1,1,3,"",5,1,TRUE,TRUE,0.0751350834641462,-0.712324944515543,FALSE,FALSE,TRUE,TRUE,TRUE,4,1.6094379124341,0,5,1.6094379124341,1.79175946922806,0.693147180559945,3,1.09861228866811
fb6011f4,402,714,exp_new,"Stärken: - empathisch
-neugierig 
-liebevoll
- nett
- kontaktfreudig

Schwächen:
- oft traurig
- energielos
- faul
",1,1,1,1,1,Erde und die Galaxie,Keine Ahnung 😅,1,"",1,1,1,1,"",5,3,TRUE,TRUE,0.0751350834641462,0.311209927215528,FALSE,FALSE,TRUE,TRUE,TRUE,1,1.6094379124341,1.09861228866811,1.66666666666667,0.510825623765991,1.79175946922806,1.38629436111989,1.5,0.405465108108164
ad38938c,393,695,exp_new,"Ich würde sagen, zu meinen Stärken gehört, dass ich gut organisiert bin. Meistens habe ich einen plan und wenn alles klappt, halte ich mich an diesen auch. 
Meine Größte Schwäche ist wahrscheinlich, dass ich, wenn ich gestresst bin, ziemlich oft sehr gereizt bin und dann lasse ich meine schlechte Laune manchmal an anderen aus.",4,1,6,4,5,"- das video startet auf einem kleinen Feld 
- dieser ausschnitt wird kurz gezeigt, bevor das ganze immer weiter rauszuzoomen bis zur galaxy ",Vielleicht wie gut man sich das geschaute merken kann und wie der ton das ganze beeinflusst,1,"",1,1,1,1,"",3,2,TRUE,TRUE,-0.666197740048763,-0.200557508650007,FALSE,FALSE,TRUE,TRUE,TRUE,5,1.09861228866811,0.693147180559945,1.5,0.405465108108164,1.38629436111989,1.09861228866811,1.33333333333333,0.287682072451781
71957a55,411,784,control,"Meine Stärken liegen in Strukturierung meiner Arbeit, sowie einer hohen Detailgenauigkeit der Umsetzung.
Es fällt mir leicht mich schnell in neue Themen einzuarbeiten und dafür begeistern zu lassen.
Die Schattenseiten dieser stärken sind ein innere Suche nach neuen Aufgaben und die Bewältigung des Zeitmanagements.",3,1,1,1,1,"Bauhaus Produktwerbung?
Mauersystem welches über Metall Stangen stabilisiert und mit einem Klebemix fixiert wird.","Wie sich die Sabotage der Aufmerksamkeitsspanne die Selbsteinschätzung beeinflusst.

Zeitgefühl, da das Video die selbe Dauer wie die Textaufgabe hatte. Beide fühlten sich endlos an, nur bei der Textaufgabe kam das Gefühl von fehlender Zeit auf während des videos man sich wünschte vorspulen zu können",1,"",1,1,1,1,"",4,2,TRUE,TRUE,-0.295531328292308,-0.200557508650007,FALSE,FALSE,TRUE,TRUE,TRUE,1.66666666666667,1.38629436111989,0.693147180559945,2,0.693147180559945,1.6094379124341,1.09861228866811,1.66666666666667,0.510825623765991
